loài_gặm_nhấm cá_dẹp
động_vật_thuần_hoá chim_ó_biển
thỏ bọ_chó
con_heo Holothuria_edulis
thú_có_nhau Bọ_ngựa
chim_săn_mồi ong_vẽ
động_vật_chân_bụng côn_trùng_cánh_đều
chó_nhà động_vật_thiếu_răng
cá_vây_tia sếu
côn_trùng chó_nuôi
chim_chạy chim_hót
chồn_mactet chấy
chim_sẻ chó_đường_phố
diều_hâu cá_chình_đá
thú_có_nhau cá_bơn_đại_dương
thú_chưa_trưởng_thành mèo_nhà
lợn_nhà ngựa_cưỡi
linh_dương moóc
thú_có_nhau lềnh_đềnh
thú_có_túi báo_gấm
côn_trùng cọp
động_vật_có_móng_guốc mối_mọt
ve chim_sáo_Bắc_Mỹ
thu_ngừ chim_choi_choi
cá_vược họ_Bổ_củi
sán_dây động_vật_thuỷ_sinh
động_vật cá_giếc
động_vật_thân_mềm con_hổ
động_vật_thuỷ_sinh Pediculus_corporis
động_vật_có_móng_guốc con_cá_rô_chó
ngựa_cày chim_gõ
động_vật_không_xương_sống mòng_bể
spiny_lizard lợn_hoang
giun_tròn Mandrillus_leucophaeus
sâu_bướm báo_đốm
chim_trĩ mèo
con_bố heo
chó_nghiệp_vụ lờn_bơn
bộ_Guốc_chẵn vịt_Bắc_Kinh
họ_chó chim_hồng_y
bò_sát khỉ_đột
mèo_lớn ngựa_đực
chim_biết_hót lợn_nhà
động_vật_không_xương_sống động_vật_chân_đầu_thân_mềm
động_vật_thân_mềm cá_chình_Bắc_Mỹ
con_cá_chép cá_thu_Nhật
gà_sống chim_ó
chim_ưng thu_ngừ
thuỷ_tức chim_giẽ_giun
chồn_mactet bướm_hoàng_đế
chim ó_cá
loài_không_xương_sống chó_spitz
bươm_bướm Bonasa_umbellus
chó_nuôi dơi
cá_gunnal tôm
rận Aix_galericulata
loài_người đà_điểu
động_vật_chân_đầu mèo_nhà
khỉ_đầu_chó Sus_scrofa
com_châu_chấu ngựa_đực_non
bò_nhà mèo_mactet
sáo_đá_châu_Á Trachinotus_falcatus
chim_nước chồn_zibelin
khỉ_guenon thú_guốc_lẻ
cá_chép con_đực_giống
bọ_chét ngựa_con
cá_khế gà_sống
chim_săn_mồi lờn_bơn
động_vật_không_xương_sống chuột_túi
họ_động_vật_nhai_lại bướm_hoàng_đế
khỉ_đầu_chó ngoé
ruồi_nhặng bò_bizon
chim_cay nhặng_xanh
heo_con Pleuronectes_platessa
chim_cay sâm_cầm
bò vẹt_xanh
con_cá_rô_chó xuyên_sơn
giun_tròn lạc_đà
choi_choi tôm_sông
thú_túi cá_thờn_bơn
chó chuồn_chuồn
động_vật_lưỡng_cư bọ_rùa
thú con_khái
thằn_lằn hải_tượng
đỉa chân_thuỳ
khỉ_mũi_hẹp ruồi_trâu
chim_biển cheo_cheo
chim_biển giun_đốt
thú gia_súc_bố
thú_ăn_thịt ngựa_sông
con_mái tằm
chó_nhà chồn_zibelin
côn_trùng sáo_đá_châu_Á
chim_dẽ lợn_con
côn_trùng bọt_biển
côn_trùng_cánh_vảy vịt
cá_chép Japanese_deer
động_vật_nhai_lại chích_bông
chim_coraciiform cầy_hương
rận bướm_hoàng_đế
mèo Philomachus_pugnax
động_vật_có_vú_và_nhau_thai gõ_kiến_Bắc_Mĩ
con_cái phôi
cá_nhám_thu chim_choi_choi
bò_nhà choắt_rừng
mèo_hoang chim_hoét
động_vật_có_nhau_thai ngư_long
động_vật_thân_mềm chim_dơi
côn_trùng đà_điểu
cá_thu bướm_giáp
bò_sát_không_cung gia_súc_cái
thú_ăn_thịt động_vật_da_dày
động_vật_ăn_thịt con_heo
động_vật_móng_guốc bộ_Cú
động_vật_có_vú_và_nhau_thai chích_choè
động_vật_có_vú_và_nhau_thai chim_ó
larid gà_gô_Bắc_Cực
mèo_hoang Carassius_vulgaris
thú_có_nhau chình_Bắc_Mỹ
cá_thu_Nhật_Bản quạ_đen
mèo_lớn lợn
bơn_mắt_phải ngỗng
động_vật thai
thú loại_chó_xấu
chim_ó cu_cu
chim_gõ_kiến cá_diếc
khỉ_lớn_hình_người chim_vẹt_xanh
thú_chưa_trưởng_thành Rana_catesbeiana
cá_vây_tia hồng_hạc
chồn chình_Bắc_Mỹ
chúa chép
chó_nghiệp_vụ chí
giáp_xác_mười_chân chó_đi_lạc
động_vật_ăn_thịt con_sếu
thú_chưa_trưởng_thành ong_vẽ
khỉ_mũi_hẹp bò_hoang_châu_Á
mèo con_vịt_trời
bò_nuôi khỉ
động_vật_đực cún_con
chó_nhà chim_kên_kên
cá_blennioid côn_trùng_cánh_thẳng
mèo_lớn nhặng_xanh
động_vật_gốc_lẻ bò_đực
bướm động_vật_ăn_côn_trùng
động_vật_có_nhau ngựa_đực
động_vật_ruột_khoang chó_nhà
động_vật_đào_bới bọ_rùa
côn_trùng gà_gô_Bắc_Cực
chép côn_trùng_cánh_nửa
tôm_hùm hàu
động_vật_chân_đốt chim_biết_hót
chim_lội_nước cá_chim
chim_bộ_Ngỗng chuột_cống_kangaroo
cá_vược ễnh_ương_Mĩ
động_vật_ăn_thịt chồn_Martes_Bắc_Mĩ
động_vật con_cạc
chim_biết_hót động_vật_gặm_nhấm_bốn_răng_cửa
cá_vây_gai cá_bơn_đại_dương
ếch_nhái động_vật_không_ăn_tạp
cá_bơn dẽ_giun
ngựa_con chuột_rừng
rắn_không_độc chim_đớp_ruồi
khỉ_mõm_chó động_vật_ăn_thịt
chim_họ_quạ chó_pug
bò_sát_cổ cún
họ_chó báo_vằn
động_vật_chân_guốc_chẵn chim_bồ_câu
chim_sẻ chim_trả_rừng
động_vật_gặm_nhấm khỉ_độc
động_vật_nhai_lại báo
châu_chấu ngựa_cho_mướn
chim_dẽ ngựa_đực_con
động_vật_đực bọ_chó
gà_rừng gà_rừng
động_vật_có_nhau_thai giun_tròn
chim_biết_hót phân_họ_dê_cừu
chim_coraciiform động_vật_linh_trưởng
chấy vịt_trời
động_vật_da_dày báo_đốm
chim_tyrannid gà_nước
thằn_lằn chim_bồ_câu_nhỏ
cuculiform chim_kên_kên
chim Pediculus_corporis
chuột_rừng khỉ_mặt_chó_Tây_Phi
con_bố bọ_ngựa
động_vật_có_nhau giun_kim
bươm_bướm chú_thỏ
động_vật_có_chân_vây sên
động_vật_chân_đốt thú_chưa_trưởng_thành
bọ_chét nhặng_xanh
mèo_lớn cá_chét
động_vật_có_xương_sống ngựa_con
động_vật_ăn_thịt ong_vẽ
diệc chúa_tể_muôn_loài
thuỷ_cầm động_vật_giáp_xác
ngựa_kéo ve_sầu
động_vật_có_xương_sống tôm_hùm_biển
con_cá_chép vượn_người_lớn
bò_sát_có_hai_hố_thái_dương chim_chiền_chiện
chúa chó_nuôi
động_vật_có_vú rận
chim_chân_màng đầu
cá_vây_gai động_vật_chân_bụng
động_vật_nhai_lại ễnh_ương
vật_nuôi chồn_Martes_Bắc_Mĩ
chim_bồ_câu chó
cá_dẹt lợn
họ_nhà_Sáo thiên_nga_mái
động_vật_không_xương_sống vật_nuôi
Saturniidae thú_chưa_trưởng_thành
gà_gô_Bắc_Cực Thằn_lằn
ngựa voi_biển
côn_trùng_cánh_thẳng chim_sơn_ca
cá_bơn chim_hồng_tước
bò_nhà thằn_lằn_cá
giáp_xác_mười_chân bơn_sao
côn_trùng_cánh_thẳng rô
cá_vây_tia Carcharodon_carcharias
chép động_vật_thân_mềm
cá_hồi chuột_naked_mole
chim_trĩ mối
pocket_rat động_vật_da_dày
động_vật_họ_Chó Orthotomus_sutorius
cá_vược chú_thỏ
động_vật_chân_đầu_thân_mềm con_cá_rô_chó
vàng_anh_Mĩ cá_giếc
nhái cá_lờn_bơn
bướm_đêm thợ
chó_nghiệp_vụ Bọ_ngựa
chim_ưng đỉa_trâu
ngựa_kéo chuột_nâu
chim chim_bồ_nông_biển
ấu_trùng_bọ whiff
động_vật_có_móng_guốc chí
động_vật_có_vú_non linh_trưởng
động_vật_có_nhau_thai mòng
giáp_xác_mười_chân động_vật_linh_trưởng
báo_hoa_mai cá_hồi_Keta
vịt cừu_non
ngoé báo_đốm
thú_chưa_trưởng_thành ốc_xà_cừ
chim_săn_mồi lợn_thịt
cá_dẹt chim_bộ_Cú
con_heo thu_ngừ
động_vật_có_xương_sống ong
ngành_Da_gai chồn_zibelin
cá_vây_gai họ_Bọ_ngựa
mèo chim_nước
thú_có_móng_guốc chó_vô_chủ
giun_nhiều_tơ tôm_đồng
chép cá_blennioid
thú động_vật_thuộc_bộ_Không_đuôi
chim_chiền_chiện trùng_huyết
heo_con con_dơi
chuột_naked_mole động_vật_có_xương_sống
chim_diệc cá_mút
vẹt gia_súc
con_đực lợn
cá_lờn_bơn động_vật_có_vú_non
chim_choi_choi cá_thu_Nhật
rùa_táp Sander_vitreus
thú_ăn_thịt lợn_nuôi
động_vật_linh_trưởng châu_chấu
heo chim_cụt_cánh
chép Martes_zibellina
con_lợn Pholis_gunnellus
bộ_Guốc_chẵn hồng_y
động_vật_hay_đào heo
động_vật_có_nhau_thai thờn_bơn_mắt_phải
lợn_nhà cá_hồi_nước_ngọt
lợn diệc
bộ_đà_điểu mèo_nhà
mèo_lớn cá_diếc
chim_sẻ cu
thú_có_nhau con_huowu_chuột
cá_thu_Nhật_Bản công
ruồi ngựa_đực_non
động_vật_có_nhau chim_hót
mèo choatws_mỏ_nhác
con_thỏ con_khái
mèo nhặng_xanh
mèo chình_Bắc_Mỹ
bộ_Guốc_chẵn Calliphora_vicina
động_vật_có_nhau_thai chim_lội_suối
mèo lợn_bột
động_vật_có_xương_sống động_vật_thân_mềm
họ_động_vật_nhai_lại chim_te_te
động_vật_có_vú_non cọp
chim_bồ_nông_biển heo
loài_người thu_ngừ
rô cá_chuồn
chim_coraciiform gấu_trúc_đỏ
động_vật_có_nhau bọ_ve
côn_trùng_hai_cánh ong_bắp_cày
họ_Chích_cựu_thế_giới chuột_nhắt
ếch choắt_rừng
động_vật châu_chấu_râu_dài
com_châu_chấu con_yểng
động_vật_chân_bụng bào_thai
rắn thu
con_ấu_trùng hươu_đực
thú_có_nhau chim_choắt_rừng
thờn_bơn_mắt_phải chó_cảnh
con_bố chó_cảnh
sâu_bọ vịt_Bắc_Kinh
gia_súc heo_con
chim_ưng lợn_nhà
ốc châu_chấu_râu_ngắn
chim_coraciiform cá_chép
cá_hồi ngựa
côn_trùng_hai_cánh chúa_tể_loài_thú
dẽ rận_mu
chim_lội_suối chuồn_chuồn
động_vật_không_xương_sống hồng_hạc
loài_không_xương_sống chồn_zibelin
bọ_ve bắp_cày
mèo_lớn động_vật_móng_guốc_ngón_lẻ
sáo_đá_châu_Á chim_hót
loài_nhai_lại rận
chim_sẻ gà_gô_trắng
larid họ_Cà_kheo
chim_lội_suối gõ_kiến
chim mồi
cá_nhám ngựa_đực_non
con_ấu_trùng bạch_yến
động_vật_móng_guốc lợn_con
bọ_ve họ_Cá_cơm
bọ_chét hà_mã
chó_nuôi chim_dẽ_giun
thú_non họ_Chích_thật_sự
chim_biển vật_nuôi
động_vật_có_xương_sống khỉ_độc
động_vật_có_túi cá_mút
thú_chưa_trưởng_thành hind
choi_choi quái_thai
thú_guốc_chẵn chim_sẻ
chó_nhà chó_nuôi
động_vật_có_vú_và_nhau_thai rô
động_vật_có_xương_sống chim_hải_âu_petrel
chim_ó Calidris_canutus
họ_chó con_vật_mẹ
mái chó_cảnh
loài_gặm_nhấm Inachis_io
bọ_ve bơn_Nam_Mĩ
cá_dẹp chim_chân_màng
chim_lội_nước chó_pug
động_vật_có_nhau con_cá_rô_chó
động_vật dơi
ngựa_đua cá_lờn_bơn
động_vật_chân_guốc_chẵn bơn_Nam_Mỹ
con_thỏ Scomber_japonicus
con ngựa_đực_giống
động_vật_hữu_nhũ họ_cá_chép
động_vật_có_nhau_thai Cercopithecus_aethiops_pygerythrus
động_vật_có_vú_non sếu
bộ_Guốc_chẵn con_cá_rô_chó
mèo bộ_Cá_vây_tia
thú rẽ_giun
con_bố cá_họ_Chép
Cá_xương_thật cá_bơn_sao
họ_Chích_cựu_thế_giới bướm_giáp
động_vật_có_nhau Pholis_gunnellus
con_bố chim_cốc
bò sáo_Bắc_Mĩ
động_vật_có_nhau mòng
mèo_rừng Rana_catesbeiana
động_vật_chân_đầu Richmondena_Cardinalis
động_vật_có_vú_non cheo_cheo
động_vật bào_ngư_vành_tai
heo thú_mẹ
ruồi cá_chép
động_vật_đào_bới voi_biển
linh_dương hải_cẩu
thú_có_nhau vẹt_đuôi_dài
động_vật_lưỡng_cư Martes_pennanti
lợn_nhà đỉa_trâu
chồn chim_gõ_kiến
chim_lội_suối ngựa_đực_non
lợn_nhà chim_bộ_Cú
cá_chép_họ_Cá_mõm_trâu bộ_Guốc_chẵn
con_heo Diềm_cổ
chim_lặn_bờ_biển chuột_bào_thai
động_vật_chân_guốc_chẵn động_vật_có_vú_non
bọ_chét bọ_râu_lá
cá_thu_Nhật_Bản rết
động_vật chúa_tể_loài_thú
côn_trùng dế
thú_túi rận_cua
chim_cuculiform Alauda_arvensis
côn_trùng_cánh_thẳng cá_diếc
động_vật_dây_sống thằn_lằn
mèo_rừng con_tôm
thuỷ_tức thú_túi
loài_người chó_nuôi
cá_blennioid cá_bơn
cá_bơn heo_sữa
perch chim_choắt_rừng
động_vật_không_xương_sống whiff
chim chuột_cống_kăng-ga-ru
động_vật_chân_đầu Aix_galericulata
gia_súc mòng_bể
chim_cút muỗm
choi_choi cá_chạch
mèo con_muôm_muỗm
lợn_nuôi mòng_biển_lớn_lưng_đen
Cá_xương_thật chồn_zibelin
chim_choi_choi con_cạc
chim vẹt_xanh
chim_chân_màng bồ_nông
ruồi_lằng ngựa_đực
lợn vịt_Bắc_Kinh
huơu_nai lợn_nái
choi_choi động_vật_có_chân_vây
ngoé ve
chó gà_gô
bọ_chét lợn_nái
giáp_xác_mười_chân Larus_marinus
con_đực báo_đốm_Mĩ
ruồi chim_bồ_câu
động_vật_không_xương_sống mèo_mác-tét
bò bộ_chuồn_chuồn
cá_vược chạch
nhặng gia_súc_bố
động_vật_có_vú_chưa_trưởng_thành ếch
thờn_bơn_mắt_phải động_vật_thân_giáp
bọ_ve mòng_biển
guenon lợn_non
thú_mỏ_vịt báo_sư_tử
chó perch
con_đỉa cún
động_vật_có_vú_non thú_guốc_lẻ
động_vật chó_nghiệp_vụ
gunnel chim_ó_biển
bọ_ve ốc
thú_chưa_trưởng_thành cá_bay
con_lợn sâu_cuốn_lá
họ_Bọ_ngựa động_vật_gặm_nhấm_bốn_răng_cửa
động_vật_nhai_lại bào_thai
động_vật_thuộc_phân_họ_Mèo thú_túi
động_vật_có_xương_sống bò_sát_có_hai_hố_thái_dương
động_vật_có_nhau_thai Enterobius_vermicularis
cá_khế kăng-gu-ru
sâu_bọ khỉ
chim trút
con_cha dẽ_gà
vẹt_đuôi_dài chích_bông
mèo_lớn mèo
thú_có_nhau lợn_thịt
động_vật_có_nhau động_vật_có_nhau
gà_rừng ốc_xà_cừ
chúa la
con_mái bọ_ngựa
cá_sụn cá_lờn_bơn
động_vật_chân_vây con_vịt
bộ_Cá_vây_tia Carcharodon_carcharias
con_con con_thợ
động_vật Caranx_crysos
động_vật_có_vú_non Panthera_leo
heo_nhà hồng_y
ấu_trùng chim_woodcock
chim_choi_choi thú_cha
cá_hồi thuỷ_tức
chim rái_cá
sâu_bọ chim_di_trú
vượn_người_lớn Pediculus_corporis
cuculiform chim_én
động_vật_chân_khớp mèo_nhà
chim_lội_nước loài_ăn_sâu_bọ
thú_chưa_trưởng_thành động_vật_nhai_lại
động_vật_thân_mềm_chân_bụng bạch_yến
gà_rừng họ_Cá_mú
động_vật_thân_mềm_chân_bụng heo_sữa
con_bố Accipiter_nisus
động_vật_có_vú_non Calidris_canutus
bướm_đêm chim_trả
ếch vịt_trời
vật_nuôi mối
châu_chấu gà_gô_Bắc_Cực
động_vật_móng_guốc te_te
thú_chưa_trưởng_thành bơn_sao
thú_nuôi khỉ_lớn_hình_người
vượn_người_lớn ong_vẽ
con_con cá_chình_Bắc_Mỹ
gà_gô_trắng cá_thờn_bơn
chích_choè whiff
thằn_lằn chuột_naked_mole
con_bố vượn_người
san_hô động_vật_nhai_lại
linh_dương gia_súc_cái
mèo_rừng thú_non
động_vật_có_nhau_thai cầy
lợn_nhà cá_thờn_bơn
diều_hâu cào_cào
chim_choi_choi con_mái
thờn_bơn_mắt_phải thu
giun_tròn lợn_sữa
động_vật_có_xương_sống động_vật_giáp_xác_mười_chân
heo báo_đen
chích_Tân_thế_giới sâu_bọ
chim heo_sữa
chó_nghiệp_vụ giun_cát
chim_dẽ Sander_vitreus
bò_nuôi cừu_non
hoét_nước chó_biển
côn_trùng chi_Linh_miêu
mèo_nuôi hải_miên
châu_chấu con_chúa
động_vật_chân_màng chó_săn
giun_nhiều_tơ động_vật_có_móng_guốc
vật_nuôi cá_heo_chuột
ếch_nhái Calidris_canutus
sáo Gracula_religiosa
catostomid chim_rẽ_giun
chim_coraciiform loài_gặm_nhấm
thú_chưa_trưởng_thành bố
bọ_chó ó_biển
chồn chó_nhà
bộ_Cá_vây_tia bọ_que
bò bồ_cắt
côn_trùng_thể_lưới báo_sư_tử
chó_nghiệp_vụ Pan_troglodytes
loài_nhai_lại con_lừa
thú_có_nhau Pediculus_corporis
tortricid tôm_sông
chim_cuculiform họ_Ngài_hoàng_đế
con_vịt con_đực_giống
bộ_đà_điểu bò_u
động_vật_có_nhau_thai mèo_nuôi
động_vật_chân_guốc_chẵn diệc_ăn_đêm
bố côn_trùng_cánh_đều
ruồi ruồi
động_vật_giáp_xác_mười_chân cừu_tơ
con_cá_chép Bọ_ngựa
ruồi sói
mèo_rừng chấy
động_vật_họ_Chó chó_eskimo
chó Felis_concolor
con_cái cún_con
chó hải_sâm
cá_dẹt Pholis_gunnellus
thú_guốc_chẵn cá_dẹt
chim_dẽ động_vật_đơn_huyệt
động_vật_có_vú_chưa_trưởng_thành chim_bồ_câu_nuôi
diều_hâu Cardinalis_cardinalis
động_vật_có_móng_guốc chó_kiểng
chim_lội_nước chồn_hương
sẻ nhân_loại
huơu_nai động_vật_có_nhau_thai
chim_lội_suối rận_cua
mèo côn_trùng
chồn_mác-tét chim_hoét
côn_trùng Meleagris_gallopavo
động_vật_họ_Chó heo_sữa
mèo rận
bò_sát_không_cung con_thú_mẹ
Sceloporus cún_con
nhái động_vật_thiếu_răng
ấu_trùng dẽ_giun
động_vật_chân_bụng động_vật_lớp_Hình_nhện
động_vật_có_nhau động_vật_lưỡng_cư
động_vật_thuộc_bộ_Không_đuôi Sus_scrofa
bò ruồi_lằng
bò_nuôi giáp_xác_mười_chân
ngựa thằn_lằn_giậu
chim_biết_hót dẽ_giun
cá_vây_tia tôm_hùm
động_vật_có_vú_chưa_trưởng_thành tôm_sông
mèo_hoang chép
động_vật_có_vú blennioid
bố chó_đi_lạc
động_vật_ruột_khoang vịt_giời
chó_săn chó_canh_giữ
họ_động_vật_nhai_lại bạc_má
mèo_mác-tét khỉ_vervet
lờn_bơn con_thỏ_rừng
móng_guốc_đực rận_mu
ruồi_xanh mèo
chim_biển con_cheo_cheo
cá_vược Accipiter_nisus
thú_nuôi chim_bồ_cắt
bộ_Guốc_chẵn Elateridae
thú_nuôi gà_mái_ghẹ
chim_biết_hót cá_hồi
côn_trùng_cánh_cứng chim_cánh_cụt
chuột_bao côn_trùng_cánh_nửa
diều_hâu động_vật_ăn_côn_trùng
động_vật_linh_trưởng gà_mái_tơ
choi_choi chó
chim_lội_suối Sander_vitreus
mèo sóc
con_lợn Oncorhynchus_keta
con_ấu_trùng ve_sầu
con_heo te_te
động_vật_có_chân_vây bướm_ma
cá_chép thỏ_rừng
côn_trùng ó_biển
khỉ_không_đuôi con_cá_rô_chó
chim cu
chó_nuôi cừu_non
chồn_mác-tét Felis_concolor
cá_dẹt động_vật_có_vú
động_vật_đào_bới gia_súc_bố
bọ_ve cá_bống_mép_lưỡi_câu
bò_nuôi cá_chép
mòng lợn_hoang
Bộ_Mười_chân cóc_lửa
động_vật_hai_mảnh_vỏ linh_dương
ngựa xuyên_sơn
côn_trùng tôm_hùm_gai
động_vật_họ_Chó chó_cảnh
động_vật_ăn_thịt Trachinotus_falcatus
mèo_lớn Philomachus_pugnax
sâu_bọ gia_súc_bố
thú_có_nhau gấu_trúc
động_vật_chân_đầu lợn_thịt
thú_guốc_chẵn chuột_nhắt
chim_ứng thờn_bơn
động_vật_có_vú_chân_màng gà_mái_tơ
động_vật_thuần_hoá con_vịt_giời
họ_Lâm_oanh lờn_bơn
mèo động_vật_có_vú_chưa_trưởng_thành
động_vật_có_xương_sống khỉ
giống_cái bướm_arctiid
ngư_long loài_gặm_nhấm
choi_choi cu_cu
